swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,act_label_1,act_label_2,act_label_relation,caller,utterance_index,subutterance_index,clean_text,parse_tree,topic_description,prompt
sw07utt/sw_0701_2631.utt,2/sw2631,2631,3,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,1,4,"but, um, I found it very difficult to find good child care when I was looking for a place to for stay while I thought school","(ROOT (S (NP (CC but) (, ,) (NP (NN um)) (, ,) (NP (FW i))) (VP (VBD found) (S (NP (PRP it)) (ADJP (RB very) (JJ difficult)) (S (VP (TO to) (VP (VB find) (NP (JJ good) (NN child) (NN care)) (SBAR (WHADVP (WRB when)) (S (NP (FW i)) (VP (VBD was) (VP (VBG looking) (PP (IN for) (NP (NP (DT a) (NN place)) (PP (TO to) (PP (IN for) (NP (NN stay)))))) (SBAR (IN while) (S (FW i) (VP (VBD thought) (NP (NN school))))))))))))))))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,4,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,2,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,8,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,3,4,and that worked.,(ROOT (S (CC and) (NP (DT that)) (VP (VBD worked)) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,9,ba,Backwards-Communicative-Function:Understanding:Appreciation,,,B,4,1,"Well, that's good.","(ROOT (S (ADVP (RB well)) (, ,) (NP (DT that)) (VP (VBZ 's) (ADJP (JJ good))) (. .)))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,12,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,5,3,"but when they got older I wanted them to be in a school type situation, three, I think they were both three when they started where they could learn to interact with kids and","(ROOT (S (CC but) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD got) (SBAR (S (NP (ADJP (JJR older)) (FW i)) (VP (VBD wanted) (S (NP (PRP them)) (VP (TO to) (VP (VB be) (PP (IN in) (NP (DT a) (NN school) (NN type) (NN situation)))))))))))) (, ,) (NP (NP (CD three)) (, ,) (NP (FW i))) (VP (VBP think) (SBAR (S (NP (PRP they)) (VBD were) (DT both) (CD three) (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD started) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (MD could) (VP (VB learn) (S (VP (TO to) (VP (VB interact) (PP (IN with) (NP (NNS kids)))))))))))) (CC and))))))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,13,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,6,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,14,+,Other:Segment-(multi-utterance),,,A,7,1,"and be around kids their own age because I think that's that, that would prepare them for school also, it's real important","(ROOT (S (VP (CC and) (VP (VB be) (PP (IN around) (NP (NNS kids))) (NP (PRP$ their) (JJ own) (NN age)) (SBAR (IN because) (S (NP (FW i)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (VBZ 's) (SBAR (IN that) (, ,) (SBAR (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB prepare) (NP (PRP them)) (PP (IN for) (NP (NN school))))))) (ADVP (RB also)) (, ,) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ real) (JJ important))))))))))))))))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,16,aa,Backwards-Communicative-Function:Agreement:Accept,,,B,8,2,yeah.,(ROOT (NP (NN yeah) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,17,+,Other:Segment-(multi-utterance),,,A,9,1,"that they do that, um, that they get that preparation for school","(ROOT (SBAR (IN that) (FRAG (NP (PRP they)) (SBAR (VBP do) (IN that) (, ,) (NN um) (, ,) (SBAR (IN that) (S (NP (PRP they)) (SBAR (VBP get) (IN that) (NP (NP (NN preparation)) (PP (IN for) (NP (NN school)))))))))))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,18,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,10,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,22,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,11,4,I wanted them to learn to play I didn't academics forced on them at an early age.,(ROOT (S (S (LS i) (VP (VBD wanted) (S (NP (PRP them)) (VP (TO to) (VP (VB learn) (S (VP (TO to) (VP (VB play) (NP (FW i)))))))))) (VP (VBD did) (RB n't) (NP (NP (NNS academics)) (VP (VBN forced) (PP (IN on) (NP (PRP them))) (PP (IN at) (NP (DT an) (JJ early) (NN age)))))) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,26,bf,Backwards-Communicative-Function:Understanding:Summarize/reformulate,,,B,12,4,"oh, oh, you mean you switched schools for the kids.","(ROOT (S (INTJ (UH oh)) (, ,) (INTJ (UH oh)) (, ,) (NP (PRP you)) (VP (VBP mean) (SBAR (S (NP (PRP you)) (VP (VBD switched) (NP (NP (NNS schools)) (PP (IN for) (NP (DT the) (NNS kids)))))))) (. .)))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,28,b^m,Backwards-Communicative-Function:Understanding:Repeat-phrase,,,A,13,2,"for the sch-, for the kids.","(ROOT (FRAG (PP (IN for) (NP (DT the) (NN sch))) (: -) (, ,) (PP (IN for) (NP (DT the) (NNS kids))) (. .)))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,29,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,14,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,30,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,15,1,Yes.,(ROOT (ADVP (RB yes) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,32,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,16,2,"well, I'm just recently married.","(ROOT (S (VP (ADVP (RB well)) (, ,) (SBAR (FW i) (S (VP (VBP 'm) (VP (ADVP (RB just) (RB recently)) (VBN married)))))) (. .)))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,33,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,17,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,34,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,18,1,So I don't have any children.,(ROOT (S (ADVP (RB so) (FW i)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT any) (NNS children)))) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,35,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,19,1,Okay.,(ROOT (ADJP (JJ okay) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,38,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,20,3,"I think, um, I'm lucky though that, um, my wife will probably not have to work while our children","(ROOT (S (VP (LS i) (VP (VB think) (, ,) (SBAR (S (ADVP (RB um)) (, ,) (NP (FW i)) (VP (VBP 'm) (ADJP (JJ lucky) (PP (IN though) (NP (NP (DT that)) (, ,) (NP (NN um)) (, ,) (S (NP (PRP$ my) (NN wife)) (VP (MD will) (ADVP (RB probably)) (RB not) (VP (VB have) (S (VP (TO to) (VP (VB work) (PP (IN while) (NP (PRP$ our) (NNS children)))))))))))))))))))",CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,39,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,21,1,Oh.,(ROOT (INTJ (UH oh) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,40,+,Other:Segment-(multi-utterance),,,B,22,1,are under four,(ROOT (S (VP (VBP are) (PP (IN under) (NP (CD four)))))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,41,ba,Backwards-Communicative-Function:Understanding:Appreciation,,,A,23,1,Wonderful.,(ROOT (ADJP (JJ wonderful) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,44,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,24,3,MUMBLEx I'm a college professor,(ROOT (S (NP (JJ mumblex) (FW i)) (VP (VBP 'm) (NP (DT a) (NN college) (NN professor))))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,45,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,25,1,Oh,(ROOT (INTJ (UH oh))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,46,%,Communicative-Status:Uninterpretable,,,B,26,1,so,(ROOT (ADVP (RB so))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
sw07utt/sw_0701_2631.utt,2/sw2631,2631,47,ba,Backwards-Communicative-Function:Understanding:Appreciation,,,A,27,1,great.,(ROOT (INTJ (JJ great) (. .))),CHILD_CARE,FIND OUT WHAT CRITERIA THE OTHER CALLER WOULD USE IN SELECTING CHILD CARE SERVICES FOR A PRESCHOOLER.  IS IT EASY OR DIFFICULT TO FIND SUCH CARE?
