swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,act_label_1,act_label_2,act_label_relation,caller,utterance_index,subutterance_index,clean_text,parse_tree,topic_description,prompt
sw01utt/sw_0130_3514.utt,3/sw3514,3514,1,sd^t,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,1,2,we're supposed to talk about vacations.,(ROOT (S (NP (PRP we)) (VP (VBP 're) (VP (VBN supposed) (S (VP (TO to) (VP (VB talk) (PP (IN about) (NP (NNS vacations)))))))) (. .))),VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,3,qw,Info-request:Wh-Question,,,B,2,2,"so, uh, well, uh, what kind of vacations do you like ?","(ROOT (SBARQ (ADVP (RB so)) (, ,) (INTJ (UH uh)) (, ,) (INTJ (RB well)) (, ,) (INTJ (UH uh)) (, ,) (WHNP (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NNS vacations)))) (SQ (VBP do) (NP (PRP you)) (VP (VB like))) (. ?)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,8,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,3,5,Her grandmother lives there,(ROOT (S (NP (PRP$ her) (NN grandmother)) (VP (VBZ lives) (NP (EX there))))),VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,9,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,4,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,10,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,5,1,"so I'm hoping to g-, I'm praying I get to go. Uh","(ROOT (FRAG (X (SBAR (RB so) (FW i) (S (VP (VBP 'm) (S (VP (VBG hoping) (PP (TO to) (NP (NN g) (: -)))))))) (, ,) (SBAR (FW i) (S (VP (VBP 'm) (VP (VBG praying) (VP (FW i) (S (VP (VB get) (S (VP (TO to) (VP (VB go)))))))))))) (. .)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,11,ba,Backwards-Communicative-Function:Understanding:Appreciation,,,B,6,1,"Oh, that's great.","(ROOT (S (INTJ (UH oh)) (, ,) (NP (DT that)) (VP (VBZ 's) (ADJP (JJ great))) (. .)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,13,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,7,2,"it's, it will be probably the most exciting place I'll ever get to go.","(ROOT (S (S (NP (PRP it)) (VP (VBZ 's))) (, ,) (NP (PRP it)) (VP (MD will) (VP (VB be) (ADVP (RB probably)) (NP (NP (DT the) (ADJP (RBS most) (JJ exciting)) (NN place)) (SBAR (S (FW i) (VP (MD 'll) (ADVP (RB ever)) (VP (VB get) (S (VP (TO to) (VP (VB go))))))))))) (. .)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,14,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,8,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,15,qy,Info-request:Yes-No-Question,,,A,9,1,"Have you ever been to, uh, like New Mexico ?","(ROOT (FRAG (S (VP (VB have) (NP (PRP you)) (VP (ADVP (RB ever)) (VBN been) (PP (TO to))))) (, ,) (INTJ (UH uh)) (, ,) (PP (IN like) (NP (JJ new) (NN mexico))) (. ?)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
sw01utt/sw_0130_3514.utt,3/sw3514,3514,16,nn,Backwards-Communicative-Function:Answer:No answers,,,B,10,1,"Uh, no, actually.","(ROOT (FRAG (INTJ (UH uh)) (, ,) (INTJ (DT no)) (, ,) (ADVP (RB actually)) (. .)))",VACATION_SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.
