swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,act_label_1,act_label_2,act_label_relation,caller,utterance_index,subutterance_index,clean_text,parse_tree,topic_description,prompt
sw07utt/sw_0710_2996.utt,2/sw2996,2996,1,qo,Info-request:Open-Question,,,B,1,2,How about you ?,(ROOT (FRAG (WHADVP (WRB how) (RB about)) (NP (PRP you)) (. ?))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,4,%,Communicative-Status:Uninterpretable,,,A,2,3,Seems like,(ROOT (S (VP (VBZ seems) (ADJP (IN like))))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,7,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,3,3,"so they keep trying to say we may need a, uh, state income tax.","(ROOT (FRAG (SBAR (IN so) (S (NP (PRP they)) (VP (VBP keep) (S (VP (VBG trying) (S (VP (TO to) (VP (VB say) (SBAR (S (NP (PRP we)) (VP (MD may) (VP (VB need) (NP (NP (DT a)) (, ,) (NP (INTJ (UH uh)) (, ,) (NN state) (NN income) (NN tax))))))))))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,10,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,4,3,and New York had a state lottery,(ROOT (S (NP (CC and) (JJ new) (NN york)) (VP (VBD had) (NP (DT a) (NN state) (NN lottery))))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,11,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,5,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,12,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,6,1,"and it really raised a lot of money for the, for the state.","(ROOT (S (CC and) (NP (PRP it)) (VP (ADVP (RB really)) (VBD raised) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN money)))) (PP (IN for) (NP (DT the))) (, ,) (PP (IN for) (NP (DT the) (NN state)))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,16,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,8,3,"And it was really a great relief when I got to Texas that I didn't have to pay that city income tax, though.","(ROOT (S (CC and) (NP (PRP it)) (VP (VBD was) (ADVP (RB really)) (NP (NP (DT a) (JJ great) (NN relief)) (SBAR (WHADVP (WRB when)) (S (NP (FW i)) (VP (VBD got) (PP (TO to) (NP (NP (NNS texas)) (SBAR (WHNP (WDT that)) (S (NP (FW i)) (VP (VBD did) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB pay) (NP (DT that) (NN city) (NN income) (NN tax))))) (, ,) (ADVP (RB though))))))))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,18,sv,Forward-Communicative-Function:Statement:Statement-opinion,,,B,9,2,"makes quite a bit of difference in your, uh, well your income level.","(ROOT (S (VP (VBZ makes) (NP (NP (RB quite) (DT a) (NN bit)) (PP (IN of) (NP (NN difference))) (PP (IN in) (FRAG (PRP$ your) (, ,) (INTJ (UH uh)) (PRN (, ,) (INTJ (RB well)) (NP (PRP$ your) (NN income) (NN level))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,19,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,10,1,Right.,(ROOT (ADVP (RB right) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,21,sv,Forward-Communicative-Function:Statement:Statement-opinion,,,B,11,2,"so you're, uh, looking at your yearly salary, it makes quite a difference.","(ROOT (S (SBAR (RB so) (S (NP (PRP you)) (VP (VBP 're)))) (, ,) (INTJ (UH uh)) (, ,) (S (VP (VBG looking) (PP (IN at) (NP (PRP$ your) (JJ yearly) (NN salary))))) (, ,) (NP (PRP it)) (VP (VBZ makes) (NP (RB quite) (DT a) (NN difference))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,22,aa^m,Backwards-Communicative-Function:Agreement:Accept,,,A,12,1,"It sure does ma, make a difference.","(ROOT (S (NP (PRP it)) (ADVP (RB sure)) (VP (VBZ does) (NP (NP (NN ma)) (, ,) (S (VP (VBP make) (NP (DT a) (NN difference)))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,23,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,13,1,A little more take home here.,(ROOT (FRAG (NP (DT a) (ADJP (RB little) (RBR more)) (S (VP (VB take) (NP (NN home)) (ADVP (RB here))))) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,25,qy,Info-request:Yes-No-Question,,,A,14,2,Do you live in Dallas ?,(ROOT (SQ (VB do) (NP (PRP you)) (VP (VB live) (PP (IN in) (NP (NNP dallas)))) (. ?))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,27,sd^e,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,15,2,Richardson area.,(ROOT (NP (NP (NN richardson) (NN area)) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,28,bh,Backwards-Communicative-Function:Understanding:Backchannel-in-question-form,,,A,16,1,"Oh, you do ?","(ROOT (S (INTJ (UH oh)) (, ,) (NP (PRP you)) (VP (VBP do)) (. ?)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,30,sd^e,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,17,2,"I work at, well mainly the Expressway Site is where I work.","(ROOT (S (LST (LS i)) (NP (NN work)) (IN at) (, ,) (INTJ (UH well)) (ADVP (RB mainly)) (NP (DT the) (NP (NN expressway) (NN site))) (VP (VBZ is) (SBAR (WHADVP (WRB where)) (NP (FW i) (NN work)))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,31,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,18,1,"Oh, I do too.","(ROOT (S (INTJ (UH oh)) (, ,) (FW i) (VP (VBP do) (ADVP (RB too))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,32,bk,Backwards-Communicative-Function:Understanding:Response Acknowledgement,,,B,19,1,"Oh, okay.","(ROOT (FRAG (ADJP (INTJ (UH oh)) (, ,) (JJ okay)) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,34,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,20,2,"and then, you know too, that, um, taxes are, are less, like if you live in Mesquite.","(ROOT (FRAG (CC and) (S (ADVP (RB then)) (, ,) (NP (PRP you)) (VP (VBP know) (ADVP (RB too)) (, ,) (SBAR (IN that) (, ,) (S (NN um) (, ,) (NP (NNS taxes)) (VP (VBP are)))))) (, ,) (VBP are) (RBR less) (, ,) (PP (IN like) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP live) (PP (IN in) (NP (NN mesquite))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,35,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,B,21,1,Yeah.,(ROOT (NP (NN yeah) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,36,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,A,22,1,"You know, some people will go shopping in Mesquite at the malls out there, uh","(ROOT (S (S (NP (PRP you)) (VP (VBP know))) (, ,) (NP (DT some) (NNS people)) (VP (MD will) (VP (VB go) (NP (NP (NN shopping)) (PP (IN in) (NP (NN mesquite)))) (PP (IN at) (NP (DT the) (NNS malls))) (ADVP (IN out) (RB there)) (, ,) (INTJ (UH uh))))))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,37,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,23,1,"Or up to Collin County, somewhere that you're getting out of the, um, Dallas County area because","(ROOT (PP (CC or) (PP (RB up) (PP (TO to) (NP (NN collin) (NN county)))) (, ,) (SBAR (RB somewhere) (IN that) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG getting) (ADVP (IN out) (PP (IN of) (NP (NP (DT the)) (, ,) (NP (NN um)) (, ,))))))) (VP (VBZ dallas) (NP (NN county) (NN area)) (FRAG (PP (IN because)))))))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,38,aa,Backwards-Communicative-Function:Agreement:Accept,,,A,24,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,39,+,Other:Segment-(multi-utterance),,,B,25,1,"what do we pay, like eight and a half percent","(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP we)) (VP (VB pay) (, ,) (PP (IN like) (NP (CD eight) (CC and) (DT a) (NN half) (NN percent)))))))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,40,bf,Backwards-Communicative-Function:Understanding:Summarize/reformulate,,,A,26,1,Eight point five.,(ROOT (NP (NP (CD eight) (NN point) (CD five)) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,41,+,Other:Segment-(multi-utterance),,,B,27,1,"something like that for the, uh, sales tax.","(ROOT (NP (NP (NP (NN something)) (PP (IN like) (NP (NP (DT that)) (PP (IN for) (NP (NP (DT the)) (, ,) (UH uh) (, ,) (NP (NNS sales) (NN tax))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,42,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,28,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,43,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,29,1,"Which, yeah, that really is pretty high.","(ROOT (FRAG (WHNP (WDT which) (PRN (, ,) (JJ yeah) (, ,)) (SBAR (WHNP (IN that)) (S (ADVP (RB really)) (VBZ is) (ADJP (RB pretty) (JJ high))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,45,qy,Info-request:Yes-No-Question,,,A,30,2,"is it, uh, less in Collin County than it is in Dallas County ?","(ROOT (SQ (VBZ is) (NP (PRP it)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (ADVP (RBR less)) (PP (PP (IN in) (NP (NN collin) (NN county))) (SBAR (IN than) (S (NP (PRP it)) (VP (VBZ is) (VP (PP (IN in) (NP (NNP dallas) (NN county))))))))) (. ?))))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,47,sd,Forward-Communicative-Function:Statement:Statement-non-opinion,,,B,31,2,or. I guess maybe if I was going to buy a car or something,(ROOT (QP (CC or) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,48,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,32,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,49,+,Other:Segment-(multi-utterance),,,B,33,1,"maybe I would consider where I was buying it, to try to, you know","(ROOT (SBAR (ADVP (RB maybe)) (S (S (NP (FW i)) (VP (VP (MD would) (VP (VB consider) (SBAR (WHADVP (WRB where)) (S (FW i) (VP (VBD was) (VP (VBG buying) (NP (PRP it)))))))) (, ,) (S (VP (TO to) (VP (VB try) (PP (TO to))))))) (, ,) (S (NP (PRP you)) (VP (VBP know))))))",TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,50,b,Backwards-Communicative-Function:Understanding:Acknowledge,,,A,34,1,Uh-huh.,(ROOT (ADVP (RB uh-huh) (. .))),TAXES,TALK ABOUT WHETHER AMERICANSY
sw07utt/sw_0710_2996.utt,2/sw2996,2996,51,+,Other:Segment-(multi-utterance),,,B,35,1,"save a little bit on that sales tax, because on a car that really mo-, kind of mounts up.","(ROOT (S (VP (VB save) (NP (DT a) (JJ little) (NN bit)) (PP (IN on) (NP (DT that) (NNS sales) (NN tax))) (, ,) (PP (IN because) (IN on) (NP (NP (DT a) (NN car)) (SBAR (WHNP (WDT that)) (S (ADVP (RB really)) (NP (NP (NN mo)) (: -) (, ,) (NP (NP (NN kind)) (PP (IN of) (S (VP (VBZ mounts) (PRT (RP up)))))))))))) (. .)))",TAXES,TALK ABOUT WHETHER AMERICANSY
